Date,Store,Product,Sales,Price,Revenue
2023-04-11,Store_A,Juice,52,311.39,16192.279999999999
2023-04-12,Store_A,Juice,53,468.59,24835.27
2023-04-13,Store_A,Juice,51,77.11,3932.61
2023-04-14,Store_A,Juice,44,379.72,16707.68
2023-04-15,Store_A,Juice,67,363.6,24361.2
2023-04-16,Store_A,Juice,70,233.92,16374.4
2023-04-17,Store_A,Juice,49,170.85,8371.65
2023-04-18,Store_A,Juice,51,334.33,17050.829999999998
2023-04-19,Store_A,Juice,51,279.71,14265.21
2023-04-20,Store_A,Juice,53,358.82,19017.46
2023-04-21,Store_A,Juice,51,38.63,1970.13
2023-04-22,Store_A,Juice,63,452.84,28528.92
2023-04-23,Store_A,Juice,68,454.49,30905.32
2023-04-24,Store_A,Juice,54,407.61,22010.940000000002
2023-04-25,Store_A,Juice,53,415.98,22046.940000000002
2023-04-26,Store_A,Juice,43,116.72,5018.96
2023-04-27,Store_A,Juice,55,170.33,9368.150000000001
2023-04-28,Store_A,Juice,47,136.73,6426.3099999999995
2023-04-29,Store_A,Juice,69,239.35,16515.149999999998
2023-04-30,Store_A,Juice,70,462.36,32365.2
2023-05-01,Store_A,Juice,41,376.56,15438.960000000001
2023-05-02,Store_A,Juice,53,249.09,13201.77
2023-05-03,Store_A,Juice,57,101.42,5780.9400000000005
2023-05-04,Store_A,Juice,47,54.74,2572.78
2023-05-05,Store_A,Juice,51,377.51,19253.01
2023-05-06,Store_A,Juice,61,23.86,1455.46
2023-05-07,Store_A,Juice,58,77.16,4475.28
2023-05-08,Store_A,Juice,53,192.92,10224.76
2023-05-09,Store_A,Juice,51,438.54,22365.54
2023-05-10,Store_A,Juice,45,83.86,3773.7
2023-05-11,Store_A,Juice,43,314.07,13505.01
2023-05-12,Store_A,Juice,58,383.22,22226.760000000002
2023-05-13,Store_A,Juice,57,277.39,15811.23
2023-05-14,Store_A,Juice,66,156.54,10331.64
2023-05-15,Store_A,Juice,49,185.99,9113.51
2023-05-16,Store_A,Juice,52,97.48,5068.96
2023-05-17,Store_A,Juice,56,194.31,10881.36
2023-05-18,Store_A,Juice,36,97.35,3504.6
2023-05-19,Store_A,Juice,44,462.97,20370.68
2023-05-20,Store_A,Juice,63,343.23,21623.49
2023-05-21,Store_A,Juice,71,449.67,31926.57
2023-05-22,Store_A,Juice,46,275.92,12692.320000000002
2023-05-23,Store_A,Juice,46,401.52,18469.92
2023-05-24,Store_A,Juice,38,153.43,5830.34
2023-05-25,Store_A,Juice,45,95.43,4294.35
2023-05-26,Store_A,Juice,51,413.66,21096.66
2023-05-27,Store_A,Juice,63,245.72,15480.36
2023-05-28,Store_A,Juice,60,283.77,17026.199999999997
2023-05-29,Store_A,Juice,58,38.44,2229.52
2023-05-30,Store_A,Juice,47,410.37,19287.39
2023-05-31,Store_A,Juice,49,414.22,20296.780000000002
2023-06-01,Store_A,Juice,40,245.84,9833.6
2023-06-02,Store_A,Juice,38,302.36,11489.68
2023-06-03,Store_A,Juice,62,155.92,9667.039999999999
2023-06-04,Store_A,Juice,50,37.19,1859.5
2023-06-05,Store_A,Juice,46,81.96,3770.16
2023-06-06,Store_A,Juice,30,280.01,8400.3
2023-06-07,Store_A,Juice,45,467.3,21028.5
2023-06-08,Store_A,Juice,38,105.89,4023.82
2023-06-09,Store_A,Juice,39,182.71,7125.6900000000005
2023-06-10,Store_A,Juice,57,95.03,5416.71
2023-06-11,Store_A,Juice,53,157.29,8336.369999999999
2023-06-12,Store_A,Juice,34,331.74,11279.16
2023-06-13,Store_A,Juice,43,104.25,4482.75
2023-06-14,Store_A,Juice,47,142.65,6704.55
2023-06-15,Store_A,Juice,45,232.96,10483.2
2023-06-16,Store_A,Juice,49,83.32,4082.68
2023-06-17,Store_A,Juice,50,472.15,23607.5
2023-06-18,Store_A,Juice,57,443.19,25261.829999999998
2023-06-19,Store_A,Juice,44,120.28,5292.32
2023-06-20,Store_A,Juice,39,211.28,8239.92
2023-06-21,Store_A,Juice,44,173.77,7645.88
2023-06-22,Store_A,Juice,49,111.87,5481.63
2023-06-23,Store_A,Juice,46,239.35,11010.1
2023-06-24,Store_A,Juice,65,116.57,7577.049999999999
2023-06-25,Store_A,Juice,60,264.84,15890.399999999998
2023-06-26,Store_A,Juice,43,206.34,8872.62
2023-06-27,Store_A,Juice,51,176.65,9009.15
2023-06-28,Store_A,Juice,44,97.57,4293.08
2023-06-29,Store_A,Juice,52,359.23,18679.96
2023-06-30,Store_A,Juice,48,442.17,21224.16
2023-07-01,Store_A,Juice,50,479.59,23979.5
2023-07-02,Store_A,Juice,52,223.16,11604.32
2023-07-03,Store_A,Juice,46,277.79,12778.34
2023-07-04,Store_A,Juice,44,110.58,4865.5199999999995
2023-07-05,Store_A,Juice,42,280.96,11800.32
2023-07-06,Store_A,Juice,42,249.39,10474.38
2023-07-07,Store_A,Juice,32,477.29,15273.28
2023-07-08,Store_A,Juice,48,393.98,18911.04
2023-07-09,Store_A,Juice,55,92.01,5060.55
2023-07-10,Store_A,Juice,49,489.44,23982.56
2023-07-11,Store_A,Juice,34,251.96,8566.64
2023-07-12,Store_A,Juice,37,438.26,16215.619999999999
2023-07-13,Store_A,Juice,37,29.1,1076.7
2023-07-14,Store_A,Juice,41,425.42,17442.22
2023-07-15,Store_A,Juice,55,291.47,16030.850000000002
2023-07-16,Store_A,Juice,59,408.43,24097.37
2023-07-17,Store_A,Juice,40,280.85,11234.0
2023-07-18,Store_A,Juice,40,484.15,19366.0
2023-07-19,Store_A,Juice,38,199.91,7596.58
2023-07-20,Store_A,Juice,44,310.41,13658.04
2023-07-21,Store_A,Juice,39,436.74,17032.86
2023-07-22,Store_A,Juice,50,114.6,5730.0
2023-07-23,Store_A,Juice,57,220.0,12540.0
2023-07-24,Store_A,Juice,38,185.6,7052.8
2023-07-25,Store_A,Juice,43,319.68,13746.24
2023-07-26,Store_A,Juice,25,402.34,10058.5
2023-07-27,Store_A,Juice,45,271.52,12218.4
2023-07-28,Store_A,Juice,38,175.86,6682.68
2023-07-29,Store_A,Juice,60,283.44,17006.4
2023-07-30,Store_A,Juice,58,37.74,2188.92
2023-07-31,Store_A,Juice,36,148.49,5345.64
2023-08-01,Store_A,Juice,31,339.98,10539.380000000001
2023-08-02,Store_A,Juice,30,268.68,8060.400000000001
2023-08-03,Store_A,Juice,29,115.8,3358.2
2023-08-04,Store_A,Juice,41,311.76,12782.16
2023-08-05,Store_A,Juice,49,153.24,7508.76
2023-08-06,Store_A,Juice,58,486.9,28240.199999999997
2023-08-07,Store_A,Juice,32,447.64,14324.48
2023-08-08,Store_A,Juice,32,39.78,1272.96
2023-08-09,Store_A,Juice,37,126.2,4669.400000000001
2023-08-10,Store_A,Juice,43,315.92,13584.560000000001
2023-08-11,Store_A,Juice,32,126.43,4045.76
2023-08-12,Store_A,Juice,54,409.35,22104.9
2023-08-13,Store_A,Juice,50,168.36,8418.0
2023-08-14,Store_A,Juice,37,100.03,3701.11
2023-08-15,Store_A,Juice,31,260.63,8079.53
2023-08-16,Store_A,Juice,38,472.99,17973.62
2023-08-17,Store_A,Juice,34,13.0,442.0
2023-08-18,Store_A,Juice,33,455.26,15023.58
2023-08-19,Store_A,Juice,50,264.02,13201.0
2023-08-20,Store_A,Juice,53,349.53,18525.09
2023-08-21,Store_A,Juice,34,435.13,14794.42
2023-08-22,Store_A,Juice,33,487.42,16084.86
2023-08-23,Store_A,Juice,34,18.41,625.94
2023-08-24,Store_A,Juice,34,14.94,507.96
2023-08-25,Store_A,Juice,37,347.69,12864.53
2023-08-26,Store_A,Juice,48,287.11,13781.28
2023-08-27,Store_A,Juice,48,322.28,15469.439999999999
2023-08-28,Store_A,Juice,31,479.91,14877.210000000001
2023-08-29,Store_A,Juice,38,322.98,12273.240000000002
2023-08-30,Store_A,Juice,36,213.0,7668.0
2023-08-31,Store_A,Juice,41,488.82,20041.62
2023-09-01,Store_A,Juice,39,477.11,18607.29
2023-09-02,Store_A,Juice,50,340.92,17046.0
2023-09-03,Store_A,Juice,48,29.61,1421.28
2023-09-04,Store_A,Juice,34,108.42,3686.28
2023-09-05,Store_A,Juice,31,159.42,4942.0199999999995
2023-09-06,Store_A,Juice,30,186.43,5592.900000000001
2023-09-07,Store_A,Juice,29,30.76,892.0400000000001
2023-09-08,Store_A,Juice,33,340.23,11227.59
2023-09-09,Store_A,Juice,37,320.88,11872.56
2023-09-10,Store_A,Juice,56,415.56,23271.36
2023-09-11,Store_A,Juice,43,477.25,20521.75
2023-09-12,Store_A,Juice,29,421.42,12221.18
2023-09-13,Store_A,Juice,43,96.76,4160.68
2023-09-14,Store_A,Juice,29,284.66,8255.140000000001
2023-09-15,Store_A,Juice,34,464.54,15794.36
2023-09-16,Store_A,Juice,50,209.59,10479.5
2023-09-17,Store_A,Juice,49,144.54,7082.46
2023-09-18,Store_A,Juice,31,25.92,803.5200000000001
2023-09-19,Store_A,Juice,31,400.31,12409.61
2023-09-20,Store_A,Juice,38,151.23,5746.74
2023-09-21,Store_A,Juice,40,308.89,12355.599999999999
2023-09-22,Store_A,Juice,25,284.63,7115.75
2023-09-23,Store_A,Juice,50,207.83,10391.5
2023-09-24,Store_A,Juice,51,432.57,22061.07
2023-09-25,Store_A,Juice,34,475.77,16176.18
2023-09-26,Store_A,Juice,27,316.44,8543.88
2023-09-27,Store_A,Juice,36,421.29,15166.44
2023-09-28,Store_A,Juice,39,472.8,18439.2
2023-09-29,Store_A,Juice,30,247.16,7414.8
2023-09-30,Store_A,Juice,46,353.91,16279.86
2023-10-01,Store_A,Juice,51,350.53,17877.03
2023-10-02,Store_A,Juice,35,206.65,7232.75
2023-10-03,Store_A,Juice,32,93.22,2983.04
2023-10-04,Store_A,Juice,29,62.09,1800.6100000000001
2023-10-05,Store_A,Juice,33,110.36,3641.88
2023-10-06,Store_A,Juice,25,157.7,3942.4999999999995
2023-10-07,Store_A,Juice,53,359.16,19035.48
2023-10-08,Store_A,Juice,46,321.13,14771.98
2023-10-09,Store_A,Juice,39,485.07,18917.73
2023-10-10,Store_A,Juice,34,95.08,3232.72
2023-10-11,Store_A,Juice,36,54.71,1969.56
2023-10-12,Store_A,Juice,27,223.86,6044.22
2023-10-13,Store_A,Juice,38,172.15,6541.7
2023-10-14,Store_A,Juice,63,275.8,17375.4
2023-10-15,Store_A,Juice,48,42.54,2041.92
2023-10-16,Store_A,Juice,35,280.4,9814.0
2023-10-17,Store_A,Juice,36,354.64,12767.039999999999
2023-10-18,Store_A,Juice,29,109.21,3167.0899999999997
2023-10-19,Store_A,Juice,30,310.59,9317.699999999999
2023-10-20,Store_A,Juice,38,211.86,8050.68
2023-10-21,Store_A,Juice,46,65.01,2990.46
2023-10-22,Store_A,Juice,49,366.1,17938.9
2023-10-23,Store_A,Juice,36,360.77,12987.72
2023-10-24,Store_A,Juice,38,383.37,14568.06
2023-10-25,Store_A,Juice,34,458.29,15581.86
2023-10-26,Store_A,Juice,34,78.73,2676.82
2023-10-27,Store_A,Juice,47,276.31,12986.57
2023-10-28,Store_A,Juice,55,58.54,3219.7
2023-10-29,Store_A,Juice,48,203.88,9786.24
2023-10-30,Store_A,Juice,34,102.41,3481.94
2023-10-31,Store_A,Juice,44,270.74,11912.560000000001
2023-11-01,Store_A,Juice,41,222.78,9133.98
2023-11-02,Store_A,Juice,44,117.49,5169.5599999999995
2023-11-03,Store_A,Juice,37,369.77,13681.49
2023-11-04,Store_A,Juice,51,155.68,7939.68
2023-11-05,Store_A,Juice,61,240.57,14674.77
2023-11-06,Store_A,Juice,38,257.05,9767.9
2023-11-07,Store_A,Juice,38,426.08,16191.039999999999
2023-11-08,Store_A,Juice,36,45.62,1642.32
2023-11-09,Store_A,Juice,44,288.72,12703.68
2023-11-10,Store_A,Juice,44,498.04,21913.760000000002
2023-11-11,Store_A,Juice,54,259.0,13986.0
2023-11-12,Store_A,Juice,48,12.35,592.8
2023-11-13,Store_A,Juice,36,259.47,9340.920000000002
2023-11-14,Store_A,Juice,45,257.24,11575.800000000001
2023-11-15,Store_A,Juice,40,459.07,18362.8
2023-11-16,Store_A,Juice,44,82.67,3637.48
2023-11-17,Store_A,Juice,40,429.11,17164.4
2023-11-18,Store_A,Juice,49,102.98,5046.02
2023-11-19,Store_A,Juice,56,463.99,25983.440000000002
2023-11-20,Store_A,Juice,38,163.6,6216.8
2023-11-21,Store_A,Juice,36,335.89,12092.039999999999
2023-11-22,Store_A,Juice,36,219.18,7890.4800000000005
2023-11-23,Store_A,Juice,44,491.14,21610.16
2023-11-24,Store_A,Juice,40,224.99,8999.6
2023-11-25,Store_A,Juice,54,124.7,6733.8
2023-11-26,Store_A,Juice,62,63.62,3944.44
2023-11-27,Store_A,Juice,35,142.53,4988.55
2023-11-28,Store_A,Juice,38,415.45,15787.1
2023-11-29,Store_A,Juice,36,22.09,795.24
2023-11-30,Store_A,Juice,41,126.09,5169.6900000000005
2023-12-01,Store_A,Juice,44,349.88,15394.72
2023-12-02,Store_A,Juice,57,82.66,4711.62
2023-12-03,Store_A,Juice,57,354.0,20178.0
2023-12-04,Store_A,Juice,48,174.68,8384.64
2023-12-05,Store_A,Juice,49,93.19,4566.3099999999995
2023-12-06,Store_A,Juice,41,367.13,15052.33
2023-12-07,Store_A,Juice,57,226.27,12897.390000000001
2023-12-08,Store_A,Juice,37,113.62,4203.9400000000005
2023-12-09,Store_A,Juice,54,140.22,7571.88
2023-12-10,Store_A,Juice,57,27.92,1591.44
2023-12-11,Store_A,Juice,40,101.34,4053.6000000000004
2023-12-12,Store_A,Juice,39,337.44,13160.16
2023-12-13,Store_A,Juice,49,361.27,17702.23
2023-12-14,Store_A,Juice,46,20.51,943.46
2023-12-15,Store_A,Juice,44,371.94,16365.36
2023-12-16,Store_A,Juice,56,94.5,5292.0
2023-12-17,Store_A,Juice,54,304.64,16450.559999999998
2023-12-18,Store_A,Juice,39,274.36,10700.04
2023-12-19,Store_A,Juice,49,348.55,17078.95
2023-12-20,Store_A,Juice,49,388.06,19014.94
2023-12-21,Store_A,Juice,42,41.69,1750.98
2023-12-22,Store_A,Juice,37,283.18,10477.66
2023-12-23,Store_A,Juice,62,478.88,29690.56
2023-12-24,Store_A,Juice,57,152.84,8711.880000000001
2023-12-25,Store_A,Juice,48,124.86,5993.28
2023-12-26,Store_A,Juice,38,279.14,10607.32
2023-12-27,Store_A,Juice,44,10.65,468.6
2023-12-28,Store_A,Juice,38,485.9,18464.2
2023-12-29,Store_A,Juice,40,366.35,14654.0
2023-12-30,Store_A,Juice,55,263.23,14477.650000000001
2023-12-31,Store_A,Juice,57,114.59,6531.63
2022-01-01,Store_A,Milk,96,354.98,34078.08
2022-01-02,Store_A,Milk,95,96.82,9197.9
2022-01-03,Store_A,Milk,83,79.08,6563.639999999999
2022-01-04,Store_A,Milk,84,342.63,28780.92
2022-01-05,Store_A,Milk,82,121.58,9969.56
2022-01-06,Store_A,Milk,86,58.46,5027.56
2022-01-07,Store_A,Milk,79,224.28,17718.12
2022-01-08,Store_A,Milk,99,368.73,36504.270000000004
2022-01-09,Store_A,Milk,94,340.14,31973.16
2022-01-10,Store_A,Milk,89,464.58,41347.619999999995
2022-01-11,Store_A,Milk,78,290.0,22620.0
2022-01-12,Store_A,Milk,79,130.3,10293.7
2022-01-13,Store_A,Milk,90,235.07,21156.3
2022-01-14,Store_A,Milk,87,342.96,29837.519999999997
2022-01-15,Store_A,Milk,98,99.87,9787.26
2022-01-16,Store_A,Milk,100,447.83,44783.0
2022-01-17,Store_A,Milk,83,131.38,10904.539999999999
2022-01-18,Store_A,Milk,87,198.31,17252.97
2022-01-19,Store_A,Milk,76,106.87,8122.120000000001
2022-01-20,Store_A,Milk,87,188.39,16389.93
2022-01-21,Store_A,Milk,81,467.69,37882.89
2022-01-22,Store_A,Milk,109,428.57,46714.13
2022-01-23,Store_A,Milk,94,397.6,37374.4
2022-01-24,Store_A,Milk,88,299.77,26379.76
2022-01-25,Store_A,Milk,84,208.98,17554.32
2022-01-26,Store_A,Milk,77,437.85,33714.450000000004
2022-01-27,Store_A,Milk,91,11.28,1026.48
2022-01-28,Store_A,Milk,89,317.84,28287.76
2022-01-29,Store_A,Milk,104,395.07,41087.28
2022-01-30,Store_A,Milk,111,282.38,31344.18
2022-01-31,Store_A,Milk,82,404.93,33204.26
2022-02-01,Store_A,Milk,91,97.86,8905.26
2022-02-02,Store_A,Milk,90,332.58,29932.199999999997
2022-02-03,Store_A,Milk,78,48.94,3817.3199999999997
2022-02-04,Store_A,Milk,77,437.5,33687.5
2022-02-05,Store_A,Milk,103,439.57,45275.71
2022-02-06,Store_A,Milk,108,369.51,39907.08
2022-02-07,Store_A,Milk,95,189.33,17986.350000000002
2022-02-08,Store_A,Milk,94,469.63,44145.22
2022-02-09,Store_A,Milk,77,364.76,28086.52
2022-02-10,Store_A,Milk,96,191.74,18407.04
2022-02-11,Store_A,Milk,90,367.93,33113.7
2022-02-12,Store_A,Milk,95,308.76,29332.2
2022-02-13,Store_A,Milk,100,346.57,34657.0
2022-02-14,Store_A,Milk,100,350.09,35009.0
2022-02-15,Store_A,Milk,81,386.18,31280.58
2022-02-16,Store_A,Milk,87,476.22,41431.14
2022-02-17,Store_A,Milk,92,322.27,29648.839999999997
2022-02-18,Store_A,Milk,92,110.73,10187.16
2022-02-19,Store_A,Milk,108,45.0,4860.0
2022-02-20,Store_A,Milk,104,354.08,36824.32
2022-02-21,Store_A,Milk,97,243.65,23634.05
2022-02-22,Store_A,Milk,83,367.96,30540.679999999997
2022-02-23,Store_A,Milk,83,145.62,12086.460000000001
2022-02-24,Store_A,Milk,84,387.74,32570.16
2022-02-25,Store_A,Milk,96,79.98,7678.08
2022-02-26,Store_A,Milk,106,284.51,30158.059999999998
2022-02-27,Store_A,Milk,98,109.9,10770.2
2022-02-28,Store_A,Milk,87,216.32,18819.84
2022-03-01,Store_A,Milk,92,109.12,10039.04
2022-03-02,Store_A,Milk,89,154.67,13765.63
2022-03-03,Store_A,Milk,77,386.86,29788.22
2022-03-04,Store_A,Milk,97,111.47,10812.59
2022-03-05,Store_A,Milk,101,194.75,19669.75
2022-03-06,Store_A,Milk,110,233.25,25657.5
2022-03-07,Store_A,Milk,92,401.87,36972.04
2022-03-08,Store_A,Milk,89,313.16,27871.24
2022-03-09,Store_A,Milk,81,42.14,3413.34
2022-03-10,Store_A,Milk,91,267.63,24354.329999999998
2022-03-11,Store_A,Milk,99,153.1,15156.9
2022-03-12,Store_A,Milk,103,41.7,4295.1
2022-03-13,Store_A,Milk,105,369.6,38808.0
2022-03-14,Store_A,Milk,84,112.11,9417.24
2022-03-15,Store_A,Milk,83,228.35,18953.05
2022-03-16,Store_A,Milk,89,268.29,23877.81
2022-03-17,Store_A,Milk,88,238.16,20958.079999999998
2022-03-18,Store_A,Milk,90,103.25,9292.5
2022-03-19,Store_A,Milk,92,439.39,40423.88
2022-03-20,Store_A,Milk,98,398.79,39081.420000000006
2022-03-21,Store_A,Milk,91,26.82,2440.62
2022-03-22,Store_A,Milk,85,115.48,9815.800000000001
2022-03-23,Store_A,Milk,90,146.92,13222.8
2022-03-24,Store_A,Milk,89,472.83,42081.869999999995
2022-03-25,Store_A,Milk,81,227.64,18438.84
2022-03-26,Store_A,Milk,111,437.07,48514.77
2022-03-27,Store_A,Milk,110,26.57,2922.7
2022-03-28,Store_A,Milk,96,409.28,39290.88
2022-03-29,Store_A,Milk,87,464.39,40401.93
2022-03-30,Store_A,Milk,84,257.78,21653.519999999997
2022-03-31,Store_A,Milk,94,25.85,2429.9
2022-04-01,Store_A,Milk,92,336.75,30981.0
2022-04-02,Store_A,Milk,113,465.77,52632.009999999995
2022-04-03,Store_A,Milk,98,107.38,10523.24
2022-04-04,Store_A,Milk,94,428.77,40304.38
2022-04-05,Store_A,Milk,86,111.24,9566.64
2022-04-06,Store_A,Milk,86,259.33,22302.379999999997
2022-04-07,Store_A,Milk,94,69.9,6570.6
2022-04-08,Store_A,Milk,93,438.41,40772.130000000005
2022-04-09,Store_A,Milk,102,495.66,50557.32
2022-04-10,Store_A,Milk,101,216.94,21910.94
2022-04-11,Store_A,Milk,87,196.87,17127.69
2022-04-12,Store_A,Milk,93,138.72,12900.96
2022-04-13,Store_A,Milk,92,361.47,33255.240000000005
2022-04-14,Store_A,Milk,90,74.33,6689.7
2022-04-15,Store_A,Milk,84,355.04,29823.36
2022-04-16,Store_A,Milk,102,366.9,37423.799999999996
2022-04-17,Store_A,Milk,105,313.37,32903.85
2022-04-18,Store_A,Milk,83,26.47,2197.0099999999998
2022-04-19,Store_A,Milk,95,371.58,35300.1
2022-04-20,Store_A,Milk,79,164.91,13027.89
2022-04-21,Store_A,Milk,95,477.41,45353.950000000004
2022-04-22,Store_A,Milk,88,122.85,10810.8
2022-04-23,Store_A,Milk,111,310.01,34411.11
2022-04-24,Store_A,Milk,99,149.94,14844.06
2022-04-25,Store_A,Milk,95,300.3,28528.5
2022-04-26,Store_A,Milk,95,58.83,5588.849999999999
2022-04-27,Store_A,Milk,92,217.41,20001.72
2022-04-28,Store_A,Milk,90,389.22,35029.8
2022-04-29,Store_A,Milk,88,208.58,18355.04
2022-04-30,Store_A,Milk,104,453.73,47187.92
2022-05-01,Store_A,Milk,104,186.07,19351.28
2022-05-02,Store_A,Milk,93,38.14,3547.02
2022-05-03,Store_A,Milk,89,65.32,5813.48
2022-05-04,Store_A,Milk,94,455.37,42804.78
2022-05-05,Store_A,Milk,88,443.69,39044.72
2022-05-06,Store_A,Milk,81,293.94,23809.14
2022-05-07,Store_A,Milk,95,444.02,42181.9
2022-05-08,Store_A,Milk,94,156.15,14678.1
2022-05-09,Store_A,Milk,78,65.97,5145.66
2022-05-10,Store_A,Milk,81,79.04,6402.240000000001
2022-05-11,Store_A,Milk,86,438.12,37678.32
2022-05-12,Store_A,Milk,90,396.83,35714.7
2022-05-13,Store_A,Milk,90,33.69,3032.1
2022-05-14,Store_A,Milk,107,437.41,46802.87
2022-05-15,Store_A,Milk,107,20.76,2221.32
2022-05-16,Store_A,Milk,74,468.68,34682.32
2022-05-17,Store_A,Milk,85,292.88,24894.8
2022-05-18,Store_A,Milk,89,355.46,31635.94
2022-05-19,Store_A,Milk,80,340.27,27221.6
2022-05-20,Store_A,Milk,81,61.17,4954.77
2022-05-21,Store_A,Milk,97,196.86,19095.420000000002
2022-05-22,Store_A,Milk,84,100.78,8465.52
2022-05-23,Store_A,Milk,78,254.64,19861.92
2022-05-24,Store_A,Milk,78,340.59,26566.019999999997
2022-05-25,Store_A,Milk,83,299.77,24880.91
2022-05-26,Store_A,Milk,88,277.9,24455.199999999997
2022-05-27,Store_A,Milk,93,197.03,18323.79
2022-05-28,Store_A,Milk,102,166.36,16968.72
2022-05-29,Store_A,Milk,97,98.32,9537.039999999999
2022-05-30,Store_A,Milk,87,17.65,1535.55
2022-05-31,Store_A,Milk,85,273.87,23278.95
2022-06-01,Store_A,Milk,72,134.67,9696.24
2022-06-02,Store_A,Milk,80,381.41,30512.800000000003
2022-06-03,Store_A,Milk,78,498.94,38917.32
2022-06-04,Store_A,Milk,97,72.99,7080.03
2022-06-05,Store_A,Milk,101,314.93,31807.93
2022-06-06,Store_A,Milk,89,35.6,3168.4
2022-06-07,Store_A,Milk,79,271.78,21470.62
2022-06-08,Store_A,Milk,74,200.93,14868.82
2022-06-09,Store_A,Milk,75,10.31,773.25
2022-06-10,Store_A,Milk,73,432.93,31603.89
2022-06-11,Store_A,Milk,79,229.78,18152.62
2022-06-12,Store_A,Milk,90,253.01,22770.899999999998
2022-06-13,Store_A,Milk,92,406.5,37398.0
2022-06-14,Store_A,Milk,74,380.38,28148.12
2022-06-15,Store_A,Milk,72,45.76,3294.72
2022-06-16,Store_A,Milk,78,294.83,22996.739999999998
2022-06-17,Store_A,Milk,85,381.16,32398.600000000002
2022-06-18,Store_A,Milk,97,489.82,47512.54
2022-06-19,Store_A,Milk,93,252.19,23453.67
2022-06-20,Store_A,Milk,78,162.63,12685.14
2022-06-21,Store_A,Milk,83,121.76,10106.08
2022-06-22,Store_A,Milk,74,453.88,33587.12
2022-06-23,Store_A,Milk,76,450.52,34239.52
2022-06-24,Store_A,Milk,78,92.94,7249.32
2022-06-25,Store_A,Milk,100,260.23,26023.0
2022-06-26,Store_A,Milk,87,363.17,31595.79
2022-06-27,Store_A,Milk,77,319.33,24588.41
2022-06-28,Store_A,Milk,72,111.08,7997.76
2022-06-29,Store_A,Milk,81,76.61,6205.41
2022-06-30,Store_A,Milk,74,213.75,15817.5
2022-07-01,Store_A,Milk,73,82.9,6051.700000000001
2022-07-02,Store_A,Milk,95,279.27,26530.649999999998
2022-07-03,Store_A,Milk,93,343.23,31920.390000000003
2022-07-04,Store_A,Milk,75,188.44,14133.0
2022-07-05,Store_A,Milk,77,230.25,17729.25
2022-07-06,Store_A,Milk,78,341.43,26631.54
2022-07-07,Store_A,Milk,66,384.11,25351.260000000002
2022-07-08,Store_A,Milk,70,477.87,33450.9
2022-07-09,Store_A,Milk,87,47.43,4126.41
2022-07-10,Store_A,Milk,89,411.44,36618.159999999996
2022-07-11,Store_A,Milk,70,389.51,27265.7
2022-07-12,Store_A,Milk,67,431.83,28932.61
2022-07-13,Store_A,Milk,70,249.29,17450.3
2022-07-14,Store_A,Milk,78,447.96,34940.88
2022-07-15,Store_A,Milk,63,135.8,8555.400000000001
2022-07-16,Store_A,Milk,86,175.67,15107.619999999999
2022-07-17,Store_A,Milk,85,62.6,5321.0
2022-07-18,Store_A,Milk,70,463.81,32466.7
2022-07-19,Store_A,Milk,78,115.69,9023.82
2022-07-20,Store_A,Milk,70,386.58,27060.6
2022-07-21,Store_A,Milk,69,219.53,15147.57
2022-07-22,Store_A,Milk,77,465.45,35839.65
2022-07-23,Store_A,Milk,92,380.74,35028.08
2022-07-24,Store_A,Milk,91,107.73,9803.43
2022-07-25,Store_A,Milk,70,138.63,9704.1
2022-07-26,Store_A,Milk,80,14.35,1148.0
2022-07-27,Store_A,Milk,76,27.95,2124.2
2022-07-28,Store_A,Milk,66,445.98,29434.68
2022-07-29,Store_A,Milk,82,157.97,12953.539999999999
2022-07-30,Store_A,Milk,95,143.79,13660.05
2022-07-31,Store_A,Milk,77,455.16,35047.32
2022-08-01,Store_A,Milk,59,426.38,25156.42
2022-08-02,Store_A,Milk,65,162.87,10586.550000000001
2022-08-03,Store_A,Milk,70,99.57,6969.9
2022-08-04,Store_A,Milk,72,475.91,34265.520000000004
2022-08-05,Store_A,Milk,69,322.84,22275.96
2022-08-06,Store_A,Milk,91,472.06,42957.46
2022-08-07,Store_A,Milk,80,101.79,8143.200000000001
2022-08-08,Store_A,Milk,71,446.85,31726.350000000002
2022-08-09,Store_A,Milk,85,339.17,28829.45
2022-08-10,Store_A,Milk,75,221.41,16605.75
2022-08-11,Store_A,Milk,67,23.77,1592.59
2022-08-12,Store_A,Milk,74,490.01,36260.74
2022-08-13,Store_A,Milk,86,22.51,1935.8600000000001
2022-08-14,Store_A,Milk,87,366.36,31873.32
2022-08-15,Store_A,Milk,72,461.73,33244.56
2022-08-16,Store_A,Milk,70,397.47,27822.9
2022-08-17,Store_A,Milk,69,304.41,21004.29
2022-08-18,Store_A,Milk,64,88.54,5666.56
2022-08-19,Store_A,Milk,67,259.66,17397.22
2022-08-20,Store_A,Milk,81,260.29,21083.49
2022-08-21,Store_A,Milk,89,457.73,40737.97
2022-08-22,Store_A,Milk,74,418.12,30940.88
2022-08-23,Store_A,Milk,67,255.21,17099.07
2022-08-24,Store_A,Milk,65,16.99,1104.35
2022-08-25,Store_A,Milk,74,263.74,19516.760000000002
2022-08-26,Store_A,Milk,62,330.69,20502.78
2022-08-27,Store_A,Milk,78,108.53,8465.34
2022-08-28,Store_A,Milk,87,454.55,39545.85
